customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RiskScore,RiskSegment
TC-0000154,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,127.32,2275.82,Yes,70.92,High Risk
TC-0000155,Female,0,No,No,58,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),96.49,5853.44,No,19.5,Low Risk
TC-0000156,Male,1,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,114.16,228.33,Yes,75.94,Critical Risk
TC-0000157,Female,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,96.91,776.22,Yes,72.25,High Risk
TC-0000158,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.33,67.19,No,25.17,Medium Risk
TC-0000159,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.31,1080.25,No,22.91,Low Risk
TC-0000160,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),127.45,5156.22,Yes,67.03,High Risk
TC-0000161,Male,0,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,275.88,Yes,67.2,High Risk
TC-0000162,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),94.78,388.73,No,22.5,Low Risk
TC-0000163,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,83.88,162.8,No,23.43,Low Risk
TC-0000164,Female,0,No,No,17,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.74,1495.87,Yes,66.46,High Risk
TC-0000165,Male,0,Yes,Yes,14,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),61.84,779.82,No,21.41,Low Risk
TC-0000166,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,105.68,2202.55,No,26.55,Medium Risk
TC-0000167,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),88.82,619.3,No,23.68,Low Risk
TC-0000168,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),135.85,1292.3,Yes,67.67,High Risk
TC-0000169,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,125.81,127.25,Yes,78.11,Critical Risk
TC-0000170,Female,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.0,369.5,No,24.48,Low Risk
TC-0000171,Female,0,Yes,No,11,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,91.48,946.52,No,25.47,Medium Risk
TC-0000172,Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,106.15,4907.24,Yes,69.62,High Risk
TC-0000173,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.81,699.93,No,27.89,Medium Risk
TC-0000174,Male,0,Yes,No,10,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),59.78,610.88,No,16.82,Low Risk
TC-0000175,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.05,206.6,Yes,71.61,High Risk
TC-0000176,Male,1,No,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,854.82,No,18.44,Low Risk
TC-0000177,Female,1,Yes,No,1,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,79.92,76.54,Yes,67.99,High Risk
TC-0000178,Male,1,No,Yes,7,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.75,551.66,Yes,73.08,High Risk
TC-0000179,Female,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.9,1978.72,No,26.1,Medium Risk
TC-0000180,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),127.84,2657.85,No,28.61,Medium Risk
TC-0000181,Male,0,No,No,15,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),100.31,1442.21,Yes,68.47,High Risk
TC-0000182,Male,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),46.6,189.35,Yes,68.49,High Risk
TC-0000183,Female,1,No,No,35,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.61,2465.13,Yes,68.91,High Risk
TC-0000184,Female,1,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,104.91,432.61,Yes,75.38,Critical Risk
TC-0000185,Male,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,107.66,Yes,68.38,High Risk
TC-0000186,Female,1,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,95.8,401.18,Yes,69.85,High Risk
TC-0000187,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),141.62,415.88,Yes,73.88,High Risk
TC-0000188,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,95.5,5663.18,No,18.57,Low Risk
TC-0000189,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.59,1602.17,No,27.07,Medium Risk
TC-0000190,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,72.65,1467.96,No,21.25,Low Risk
TC-0000191,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),124.68,7877.0,Yes,64.82,High Risk
TC-0000192,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.13,415.0,No,27.87,Medium Risk
TC-0000193,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),78.01,75.85,Yes,67.67,High Risk
TC-0000194,Female,0,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.61,1374.58,Yes,71.04,High Risk
TC-0000195,Male,1,No,No,14,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,82.43,1111.85,Yes,69.74,High Risk
TC-0000196,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.42,489.77,Yes,66.17,High Risk
TC-0000197,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),123.82,123.41,Yes,71.49,High Risk
TC-0000198,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,135.1,1763.76,No,34.96,Medium Risk
TC-0000199,Female,1,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),147.72,899.59,No,34.52,Medium Risk
TC-0000200,Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),46.56,299.95,No,19.78,Low Risk
TC-0000201,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,101.38,517.27,Yes,74.8,High Risk
TC-0000202,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,120.77,994.78,Yes,72.02,High Risk
TC-0000203,Male,0,No,Yes,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),108.92,949.91,Yes,71.69,High Risk
TC-0000204,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),137.7,1014.43,No,28.97,Medium Risk
TC-0000205,Female,1,No,No,72,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),92.01,6198.37,Yes,57.72,High Risk
TC-0000206,Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,102.91,5626.65,No,29.61,Medium Risk
TC-0000207,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),120.41,1981.15,No,25.65,Medium Risk
TC-0000208,Female,1,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,102.56,7246.36,Yes,65.44,High Risk
TC-0000209,Male,1,No,Yes,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,77.67,6004.56,No,19.33,Low Risk
TC-0000210,Male,0,No,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),101.57,869.96,Yes,69.23,High Risk
TC-0000211,Female,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,113.8,1215.07,Yes,66.82,High Risk
TC-0000212,Female,0,Yes,Yes,63,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.6,5423.51,No,20.69,Low Risk
TC-0000213,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.33,1438.36,Yes,66.2,High Risk
TC-0000214,Male,0,No,No,4,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,106.39,407.29,Yes,74.44,High Risk
TC-0000215,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),140.82,2943.38,Yes,70.85,High Risk
TC-0000216,Male,0,No,No,4,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.95,357.66,No,23.19,Low Risk
TC-0000217,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,90.11,759.31,Yes,72.87,High Risk
TC-0000218,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,125.25,623.81,No,28.03,Medium Risk
TC-0000219,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.19,505.44,Yes,63.78,High Risk
TC-0000220,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),124.67,134.87,No,31.74,Medium Risk
TC-0000221,Female,0,Yes,No,42,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.33,2469.14,No,26.93,Medium Risk
TC-0000222,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),117.6,854.04,Yes,70.13,High Risk
TC-0000223,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),82.59,88.76,No,22.12,Low Risk
TC-0000224,Male,0,Yes,No,1,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,88.32,84.52,No,27.41,Medium Risk
TC-0000225,Male,0,Yes,Yes,16,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.9,1385.68,Yes,71.4,High Risk
TC-0000226,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,110.49,7385.63,Yes,66.02,High Risk
TC-0000227,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.2,242.25,Yes,71.58,High Risk
TC-0000228,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,68.55,128.02,No,25.56,Medium Risk
TC-0000229,Female,1,No,No,11,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,68.56,810.18,Yes,66.29,High Risk
TC-0000230,Female,0,No,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),127.2,2009.92,No,30.35,Medium Risk
TC-0000231,Female,0,Yes,No,6,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,81.0,465.95,No,25.67,Medium Risk
TC-0000232,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,92.31,692.17,No,25.61,Medium Risk
TC-0000233,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.72,1066.59,Yes,71.74,High Risk
TC-0000234,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,105.33,677.88,Yes,74.44,High Risk
TC-0000235,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,106.72,5336.01,No,21.93,Low Risk
TC-0000236,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,102.54,109.38,No,26.49,Medium Risk
TC-0000237,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.68,523.9,Yes,69.56,High Risk
TC-0000238,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.23,976.84,No,22.65,Low Risk
TC-0000239,Female,0,No,No,35,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),93.67,3588.23,No,25.94,Medium Risk
TC-0000240,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,90.29,182.3,Yes,71.98,High Risk
TC-0000241,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,114.76,8487.43,No,20.29,Low Risk
TC-0000242,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),135.13,2829.5,Yes,71.17,High Risk
TC-0000243,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),43.42,276.21,No,20.14,Low Risk
TC-0000244,Male,0,Yes,Yes,12,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,88.74,1150.9,No,34.29,Medium Risk
TC-0000245,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.62,688.15,Yes,69.65,High Risk
TC-0000246,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,111.83,321.23,Yes,76.72,Critical Risk
TC-0000247,Male,1,Yes,No,6,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,94.93,535.83,Yes,75.87,Critical Risk
TC-0000248,Female,0,Yes,Yes,17,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),98.52,1689.99,No,19.19,Low Risk
TC-0000249,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.35,1394.31,Yes,67.41,High Risk
TC-0000250,Female,0,No,No,9,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,88.98,741.24,Yes,69.54,High Risk
TC-0000251,Male,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),136.37,1115.37,Yes,72.33,High Risk
TC-0000252,Male,0,No,Yes,12,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,80.22,959.77,No,28.23,Medium Risk
TC-0000253,Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,116.4,2441.96,Yes,75.57,Critical Risk
TC-0000254,Male,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),78.65,2226.52,No,24.72,Low Risk
TC-0000255,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,63.66,439.78,No,22.25,Low Risk
TC-0000256,Female,0,Yes,No,17,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.76,1086.77,No,20.82,Low Risk
TC-0000257,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.54,323.59,No,25.63,Medium Risk
TC-0000258,Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),120.86,3080.15,No,23.97,Low Risk
TC-0000259,Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,101.23,332.14,Yes,70.29,High Risk
TC-0000260,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,78.85,433.18,Yes,73.53,High Risk
TC-0000261,Female,1,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,69.63,767.95,No,25.51,Medium Risk
TC-0000262,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),122.98,5151.84,No,22.09,Low Risk
TC-0000263,Male,1,Yes,Yes,17,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,84.28,1515.3,No,29.76,Medium Risk
TC-0000264,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,113.58,7113.83,Yes,66.23,High Risk
TC-0000265,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),128.57,271.23,Yes,72.89,High Risk
TC-0000266,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,126.82,1504.7,Yes,75.68,Critical Risk
TC-0000267,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,82.22,868.03,Yes,73.76,High Risk
TC-0000268,Female,1,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),104.07,1797.57,Yes,68.81,High Risk
TC-0000269,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),79.99,2615.7,No,18.53,Low Risk
TC-0000270,Male,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),91.9,3530.77,No,20.29,Low Risk
TC-0000271,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,106.65,2271.02,Yes,74.33,High Risk
TC-0000272,Female,0,Yes,No,20,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,78.2,1534.92,No,25.02,Medium Risk
TC-0000273,Female,1,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,141.08,8448.98,Yes,73.22,High Risk
TC-0000274,Female,0,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,166.6,No,16.96,Low Risk
TC-0000275,Female,0,No,No,35,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),84.23,2764.55,No,18.41,Low Risk
TC-0000276,Male,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),84.23,4305.69,No,17.63,Low Risk
TC-0000277,Female,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),126.94,1644.16,Yes,72.55,High Risk
TC-0000278,Female,0,No,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.62,2438.07,No,19.62,Low Risk
TC-0000279,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,124.95,1158.81,No,28.95,Medium Risk
TC-0000280,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),106.21,318.59,Yes,69.35,High Risk
TC-0000281,Female,0,No,No,17,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),88.84,1618.89,Yes,67.0,High Risk
TC-0000282,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.08,130.89,Yes,66.28,High Risk
TC-0000283,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.14,1015.3,No,27.31,Medium Risk
TC-0000284,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),101.32,3900.88,Yes,60.47,High Risk
TC-0000285,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),133.02,123.67,No,26.14,Medium Risk
TC-0000286,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,59.31,53.8,Yes,65.77,High Risk
TC-0000287,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.1,631.95,Yes,64.66,High Risk
TC-0000288,Female,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,65.23,531.31,Yes,71.19,High Risk
TC-0000289,Male,1,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,113.75,1049.45,Yes,70.89,High Risk
TC-0000290,Female,1,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,126.23,1341.02,Yes,78.26,Critical Risk
